name,date,value,category
Albania,2020-03-15,42.0,EU
Albania,2020-03-16,51.0,EU
Albania,2020-03-17,55.0,EU
Albania,2020-03-18,59.0,EU
Albania,2020-03-19,64.0,EU
Albania,2020-03-20,70.0,EU
Albania,2020-03-21,76.0,EU
Albania,2020-03-22,89.0,EU
Albania,2020-03-23,104.0,EU
Albania,2020-03-24,123.0,EU
Albania,2020-03-25,146.0,EU
Albania,2020-03-26,174.0,EU
Albania,2020-03-27,186.0,EU
Albania,2020-03-28,197.0,EU
Albania,2020-03-29,212.0,EU
Albania,2020-03-30,223.0,EU
Albania,2020-03-31,243.0,EU
Albania,2020-04-01,259.0,EU
Albania,2020-04-02,277.0,EU
Albania,2020-04-03,304.0,EU
Albania,2020-04-04,333.0,EU
Albania,2020-04-05,361.0,EU
Algeria,2020-03-01,1.0,AF
Algeria,2020-03-02,3.0,AF
Algeria,2020-03-03,5.0,AF
Algeria,2020-03-04,12.0,AF
Algeria,2020-03-05,12.0,AF
Algeria,2020-03-06,17.0,AF
Algeria,2020-03-07,17.0,AF
Algeria,2020-03-08,19.0,AF
Algeria,2020-03-09,20.0,AF
Algeria,2020-03-10,20.0,AF
Algeria,2020-03-11,20.0,AF
Algeria,2020-03-12,24.0,AF
Algeria,2020-03-13,26.0,AF
Algeria,2020-03-14,37.0,AF
Algeria,2020-03-15,48.0,AF
Algeria,2020-03-16,54.0,AF
Algeria,2020-03-17,60.0,AF
Algeria,2020-03-18,74.0,AF
Algeria,2020-03-19,87.0,AF
Algeria,2020-03-20,90.0,AF
Algeria,2020-03-21,139.0,AF
Algeria,2020-03-22,201.0,AF
Algeria,2020-03-23,230.0,AF
Algeria,2020-03-24,264.0,AF
Algeria,2020-03-25,302.0,AF
Algeria,2020-03-26,367.0,AF
Algeria,2020-03-27,409.0,AF
Algeria,2020-03-28,454.0,AF
Algeria,2020-03-29,511.0,AF
Algeria,2020-03-30,584.0,AF
Algeria,2020-03-31,716.0,AF
Algeria,2020-04-01,847.0,AF
Algeria,2020-04-02,986.0,AF
Algeria,2020-04-03,1171.0,AF
Algeria,2020-04-04,1251.0,AF
Algeria,2020-04-05,1320.0,AF
Andorra,2020-03-01,0.0,EU
Andorra,2020-03-02,1.0,EU
Andorra,2020-03-03,1.0,EU
Andorra,2020-03-04,1.0,EU
Andorra,2020-03-05,1.0,EU
Andorra,2020-03-06,1.0,EU
Andorra,2020-03-07,1.0,EU
Andorra,2020-03-08,1.0,EU
Andorra,2020-03-09,1.0,EU
Andorra,2020-03-10,1.0,EU
Andorra,2020-03-11,1.0,EU
Andorra,2020-03-12,1.0,EU
Andorra,2020-03-13,1.0,EU
Andorra,2020-03-14,1.0,EU
Andorra,2020-03-15,1.0,EU
Andorra,2020-03-16,2.0,EU
Andorra,2020-03-17,39.0,EU
Andorra,2020-03-18,39.0,EU
Andorra,2020-03-19,53.0,EU
Andorra,2020-03-20,75.0,EU
Andorra,2020-03-21,88.0,EU
Andorra,2020-03-22,113.0,EU
Andorra,2020-03-23,133.0,EU
Andorra,2020-03-24,164.0,EU
Andorra,2020-03-25,188.0,EU
Andorra,2020-03-26,224.0,EU
Andorra,2020-03-27,267.0,EU
Andorra,2020-03-28,308.0,EU
Andorra,2020-03-29,334.0,EU
Andorra,2020-03-30,370.0,EU
Andorra,2020-03-31,376.0,EU
Andorra,2020-04-01,390.0,EU
Andorra,2020-04-02,428.0,EU
Andorra,2020-04-03,439.0,EU
Andorra,2020-04-04,466.0,EU
Andorra,2020-04-05,501.0,EU
Angola,2020-03-01,0.0,AF
Angola,2020-03-02,0.0,AF
Angola,2020-03-03,0.0,AF
Angola,2020-03-04,0.0,AF
Angola,2020-03-05,0.0,AF
Angola,2020-03-06,0.0,AF
Angola,2020-03-07,0.0,AF
Angola,2020-03-08,0.0,AF
Angola,2020-03-09,0.0,AF
Angola,2020-03-10,0.0,AF
Angola,2020-03-11,0.0,AF
Angola,2020-03-12,0.0,AF
Angola,2020-03-13,0.0,AF
Angola,2020-03-14,0.0,AF
Angola,2020-03-15,0.0,AF
Angola,2020-03-16,0.0,AF
Angola,2020-03-17,0.0,AF
Angola,2020-03-18,0.0,AF
Angola,2020-03-19,0.0,AF
Angola,2020-03-20,1.0,AF
Angola,2020-03-21,2.0,AF
Angola,2020-03-22,2.0,AF
Angola,2020-03-23,3.0,AF
Angola,2020-03-24,3.0,AF
Angola,2020-03-25,3.0,AF
Angola,2020-03-26,4.0,AF
Angola,2020-03-27,4.0,AF
Angola,2020-03-28,5.0,AF
Angola,2020-03-29,7.0,AF
Angola,2020-03-30,7.0,AF
Angola,2020-03-31,7.0,AF
Angola,2020-04-01,8.0,AF
Angola,2020-04-02,8.0,AF
Angola,2020-04-03,8.0,AF
Angola,2020-04-04,10.0,AF
Angola,2020-04-05,14.0,AF
Antigua and Barbuda,2020-03-01,0.0,
Antigua and Barbuda,2020-03-02,0.0,
Antigua and Barbuda,2020-03-03,0.0,
Antigua and Barbuda,2020-03-04,0.0,
Antigua and Barbuda,2020-03-05,0.0,
Antigua and Barbuda,2020-03-06,0.0,
Antigua and Barbuda,2020-03-07,0.0,
Antigua and Barbuda,2020-03-08,0.0,
Antigua and Barbuda,2020-03-09,0.0,
Antigua and Barbuda,2020-03-10,0.0,
Antigua and Barbuda,2020-03-11,0.0,
Antigua and Barbuda,2020-03-12,0.0,
Antigua and Barbuda,2020-03-13,1.0,
Antigua and Barbuda,2020-03-14,1.0,
Antigua and Barbuda,2020-03-15,1.0,
Antigua and Barbuda,2020-03-16,1.0,
Antigua and Barbuda,2020-03-17,1.0,
Antigua and Barbuda,2020-03-18,1.0,
Antigua and Barbuda,2020-03-19,1.0,
Antigua and Barbuda,2020-03-20,1.0,
Antigua and Barbuda,2020-03-21,1.0,
Antigua and Barbuda,2020-03-22,1.0,
Antigua and Barbuda,2020-03-23,3.0,
Antigua and Barbuda,2020-03-24,3.0,
Antigua and Barbuda,2020-03-25,3.0,
Antigua and Barbuda,2020-03-26,7.0,
Antigua and Barbuda,2020-03-27,7.0,
Antigua and Barbuda,2020-03-28,7.0,
Antigua and Barbuda,2020-03-29,7.0,
Antigua and Barbuda,2020-03-30,7.0,
Antigua and Barbuda,2020-03-31,7.0,
Antigua and Barbuda,2020-04-01,7.0,
Antigua and Barbuda,2020-04-02,9.0,
Antigua and Barbuda,2020-04-03,15.0,
Antigua and Barbuda,2020-04-04,15.0,
Antigua and Barbuda,2020-04-05,15.0,
Argentina,2020-03-01,0.0,SA
Argentina,2020-03-02,0.0,SA
Argentina,2020-03-03,1.0,SA
Argentina,2020-03-04,1.0,SA
Argentina,2020-03-05,1.0,SA
Argentina,2020-03-06,2.0,SA
Argentina,2020-03-07,8.0,SA
Argentina,2020-03-08,12.0,SA
Argentina,2020-03-09,12.0,SA
Argentina,2020-03-10,17.0,SA
Argentina,2020-03-11,19.0,SA
Argentina,2020-03-12,19.0,SA
Argentina,2020-03-13,31.0,SA
Argentina,2020-03-14,34.0,SA
Argentina,2020-03-15,45.0,SA
Argentina,2020-03-16,56.0,SA
Argentina,2020-03-17,68.0,SA
Argentina,2020-03-18,79.0,SA
Argentina,2020-03-19,97.0,SA
Argentina,2020-03-20,128.0,SA
Argentina,2020-03-21,158.0,SA
Argentina,2020-03-22,266.0,SA
Argentina,2020-03-23,301.0,SA
Argentina,2020-03-24,387.0,SA
Argentina,2020-03-25,387.0,SA
Argentina,2020-03-26,502.0,SA
Argentina,2020-03-27,589.0,SA
Argentina,2020-03-28,690.0,SA
Argentina,2020-03-29,745.0,SA
Argentina,2020-03-30,820.0,SA
Argentina,2020-03-31,1054.0,SA
Argentina,2020-04-01,1054.0,SA
Argentina,2020-04-02,1133.0,SA
Argentina,2020-04-03,1265.0,SA
Argentina,2020-04-04,1451.0,SA
Argentina,2020-04-05,1451.0,SA
Armenia,2020-03-01,1.0,EU
Armenia,2020-03-01,1.0,AS
Armenia,2020-03-02,1.0,EU
Armenia,2020-03-02,1.0,AS
Armenia,2020-03-03,1.0,EU
Armenia,2020-03-03,1.0,AS
Armenia,2020-03-04,1.0,EU
Armenia,2020-03-04,1.0,AS
Armenia,2020-03-05,1.0,EU
Armenia,2020-03-05,1.0,AS
Armenia,2020-03-06,1.0,EU
Armenia,2020-03-06,1.0,AS
Armenia,2020-03-07,1.0,EU
Armenia,2020-03-07,1.0,AS
Armenia,2020-03-08,1.0,EU
Armenia,2020-03-08,1.0,AS
Armenia,2020-03-09,1.0,EU
Armenia,2020-03-09,1.0,AS
Armenia,2020-03-10,1.0,EU
Armenia,2020-03-10,1.0,AS
Armenia,2020-03-11,1.0,EU
Armenia,2020-03-11,1.0,AS
Armenia,2020-03-12,4.0,EU
Armenia,2020-03-12,4.0,AS
Armenia,2020-03-13,8.0,EU
Armenia,2020-03-13,8.0,AS
Armenia,2020-03-14,18.0,EU
Armenia,2020-03-14,18.0,AS
Armenia,2020-03-15,26.0,EU
Armenia,2020-03-15,26.0,AS
Armenia,2020-03-16,52.0,EU
Armenia,2020-03-16,52.0,AS
Armenia,2020-03-17,78.0,EU
Armenia,2020-03-17,78.0,AS
Armenia,2020-03-18,84.0,EU
Armenia,2020-03-18,84.0,AS
Armenia,2020-03-19,115.0,EU
Armenia,2020-03-19,115.0,AS
Armenia,2020-03-20,136.0,EU
Armenia,2020-03-20,136.0,AS
Armenia,2020-03-21,160.0,EU
Armenia,2020-03-21,160.0,AS
Armenia,2020-03-22,194.0,EU
Armenia,2020-03-22,194.0,AS
Armenia,2020-03-23,235.0,EU
Armenia,2020-03-23,235.0,AS
Armenia,2020-03-24,249.0,EU
Armenia,2020-03-24,249.0,AS
Armenia,2020-03-25,265.0,EU
Armenia,2020-03-25,265.0,AS
Armenia,2020-03-26,290.0,EU
Armenia,2020-03-26,290.0,AS
Armenia,2020-03-27,329.0,EU
Armenia,2020-03-27,329.0,AS
Armenia,2020-03-28,407.0,EU
Armenia,2020-03-28,407.0,AS
Armenia,2020-03-29,424.0,EU
Armenia,2020-03-29,424.0,AS
Armenia,2020-03-30,482.0,EU
Armenia,2020-03-30,482.0,AS
Armenia,2020-03-31,532.0,EU
Armenia,2020-03-31,532.0,AS
Armenia,2020-04-01,571.0,EU
Armenia,2020-04-01,571.0,AS
Armenia,2020-04-02,663.0,EU
Armenia,2020-04-02,663.0,AS
Armenia,2020-04-03,736.0,EU
Armenia,2020-04-03,736.0,AS
Armenia,2020-04-04,770.0,EU
Armenia,2020-04-04,770.0,AS
Armenia,2020-04-05,822.0,EU
Armenia,2020-04-05,822.0,AS
Australia,2020-03-01,27.0,OC
Australia,2020-03-02,30.0,OC
Australia,2020-03-03,39.0,OC
Australia,2020-03-04,52.0,OC
Australia,2020-03-05,55.0,OC
Australia,2020-03-06,60.0,OC
Australia,2020-03-07,63.0,OC
Australia,2020-03-08,76.0,OC
Australia,2020-03-09,91.0,OC
Australia,2020-03-10,107.0,OC
Australia,2020-03-11,128.0,OC
Australia,2020-03-12,128.0,OC
Australia,2020-03-13,200.0,OC
Australia,2020-03-14,250.0,OC
Australia,2020-03-15,297.0,OC
Australia,2020-03-16,377.0,OC
Australia,2020-03-17,452.0,OC
Australia,2020-03-18,568.0,OC
Australia,2020-03-19,681.0,OC
Australia,2020-03-20,791.0,OC
Australia,2020-03-21,1071.0,OC
Australia,2020-03-22,1549.0,OC
Australia,2020-03-23,1682.0,OC
Australia,2020-03-24,2044.0,OC
Australia,2020-03-25,2364.0,OC
Australia,2020-03-26,2810.0,OC
Australia,2020-03-27,3143.0,OC
Australia,2020-03-28,3640.0,OC
Australia,2020-03-29,3984.0,OC
Australia,2020-03-30,4361.0,OC
Australia,2020-03-31,4559.0,OC
Australia,2020-04-01,4862.0,OC
Australia,2020-04-02,5116.0,OC
Australia,2020-04-03,5330.0,OC
Australia,2020-04-04,5550.0,OC
Australia,2020-04-05,5687.0,OC
Austria,2020-03-01,14.0,EU
Austria,2020-03-02,18.0,EU
Austria,2020-03-03,21.0,EU
Austria,2020-03-04,29.0,EU
Austria,2020-03-05,41.0,EU
Austria,2020-03-06,55.0,EU
Austria,2020-03-07,79.0,EU
Austria,2020-03-08,104.0,EU
Austria,2020-03-09,131.0,EU
Austria,2020-03-10,182.0,EU
Austria,2020-03-11,246.0,EU
Austria,2020-03-12,302.0,EU
Austria,2020-03-13,504.0,EU
Austria,2020-03-14,655.0,EU
Austria,2020-03-15,860.0,EU
Austria,2020-03-16,1018.0,EU
Austria,2020-03-17,1332.0,EU
Austria,2020-03-18,1646.0,EU
Austria,2020-03-19,2013.0,EU
Austria,2020-03-20,2388.0,EU
Austria,2020-03-21,2814.0,EU
Austria,2020-03-22,3582.0,EU
Austria,2020-03-23,4474.0,EU
Austria,2020-03-24,5283.0,EU
Austria,2020-03-25,5588.0,EU
Austria,2020-03-26,6909.0,EU
Austria,2020-03-27,7657.0,EU
Austria,2020-03-28,8271.0,EU
Austria,2020-03-29,8788.0,EU
Austria,2020-03-30,9618.0,EU
Austria,2020-03-31,10180.0,EU
Austria,2020-04-01,10711.0,EU
Austria,2020-04-02,11129.0,EU
Austria,2020-04-03,11524.0,EU
Austria,2020-04-04,11781.0,EU
Austria,2020-04-05,12051.0,EU
Azerbaijan,2020-03-01,3.0,EU
Azerbaijan,2020-03-01,3.0,AS
Azerbaijan,2020-03-02,3.0,EU
Azerbaijan,2020-03-02,3.0,AS
Azerbaijan,2020-03-03,3.0,EU
Azerbaijan,2020-03-03,3.0,AS
Azerbaijan,2020-03-04,3.0,EU
Azerbaijan,2020-03-04,3.0,AS
Azerbaijan,2020-03-05,6.0,EU
Azerbaijan,2020-03-05,6.0,AS
Azerbaijan,2020-03-06,6.0,EU
Azerbaijan,2020-03-06,6.0,AS
Azerbaijan,2020-03-07,9.0,EU
Azerbaijan,2020-03-07,9.0,AS
Azerbaijan,2020-03-08,9.0,EU
Azerbaijan,2020-03-08,9.0,AS
Azerbaijan,2020-03-09,9.0,EU
Azerbaijan,2020-03-09,9.0,AS
Azerbaijan,2020-03-10,11.0,EU
Azerbaijan,2020-03-10,11.0,AS
Azerbaijan,2020-03-11,11.0,EU
Azerbaijan,2020-03-11,11.0,AS
Azerbaijan,2020-03-12,11.0,EU
Azerbaijan,2020-03-12,11.0,AS
Azerbaijan,2020-03-13,15.0,EU
Azerbaijan,2020-03-13,15.0,AS
Azerbaijan,2020-03-14,15.0,EU
Azerbaijan,2020-03-14,15.0,AS
Azerbaijan,2020-03-15,23.0,EU
Azerbaijan,2020-03-15,23.0,AS
Azerbaijan,2020-03-16,28.0,EU
Azerbaijan,2020-03-16,28.0,AS
Azerbaijan,2020-03-17,28.0,EU
Azerbaijan,2020-03-17,28.0,AS
Azerbaijan,2020-03-18,28.0,EU
Azerbaijan,2020-03-18,28.0,AS
Azerbaijan,2020-03-19,44.0,EU
Azerbaijan,2020-03-19,44.0,AS
Azerbaijan,2020-03-20,44.0,EU
Azerbaijan,2020-03-20,44.0,AS
Azerbaijan,2020-03-21,53.0,EU
Azerbaijan,2020-03-21,53.0,AS
Azerbaijan,2020-03-22,65.0,EU
Azerbaijan,2020-03-22,65.0,AS
Azerbaijan,2020-03-23,72.0,EU
Azerbaijan,2020-03-23,72.0,AS
Azerbaijan,2020-03-24,87.0,EU
Azerbaijan,2020-03-24,87.0,AS
Azerbaijan,2020-03-25,93.0,EU
Azerbaijan,2020-03-25,93.0,AS
Azerbaijan,2020-03-26,122.0,EU
Azerbaijan,2020-03-26,122.0,AS
Azerbaijan,2020-03-27,165.0,EU
Azerbaijan,2020-03-27,165.0,AS
Azerbaijan,2020-03-28,182.0,EU
Azerbaijan,2020-03-28,182.0,AS
Azerbaijan,2020-03-29,209.0,EU
Azerbaijan,2020-03-29,209.0,AS
Azerbaijan,2020-03-30,273.0,EU
Azerbaijan,2020-03-30,273.0,AS
Azerbaijan,2020-03-31,298.0,EU
Azerbaijan,2020-03-31,298.0,AS
Azerbaijan,2020-04-01,359.0,EU
Azerbaijan,2020-04-01,359.0,AS
Azerbaijan,2020-04-02,400.0,EU
Azerbaijan,2020-04-02,400.0,AS
Azerbaijan,2020-04-03,443.0,EU
Azerbaijan,2020-04-03,443.0,AS
Azerbaijan,2020-04-04,521.0,EU
Azerbaijan,2020-04-04,521.0,AS
Azerbaijan,2020-04-05,584.0,EU
Azerbaijan,2020-04-05,584.0,AS
Bahamas,2020-03-01,0.0,
Bahamas,2020-03-02,0.0,
Bahamas,2020-03-03,0.0,
Bahamas,2020-03-04,0.0,
Bahamas,2020-03-05,0.0,
Bahamas,2020-03-06,0.0,
Bahamas,2020-03-07,0.0,
Bahamas,2020-03-08,0.0,
Bahamas,2020-03-09,0.0,
Bahamas,2020-03-10,0.0,
Bahamas,2020-03-11,0.0,
Bahamas,2020-03-12,0.0,
Bahamas,2020-03-13,0.0,
Bahamas,2020-03-14,0.0,
Bahamas,2020-03-15,0.0,
Bahamas,2020-03-16,1.0,
Bahamas,2020-03-17,1.0,
Bahamas,2020-03-18,1.0,
Bahamas,2020-03-19,3.0,
Bahamas,2020-03-20,3.0,
Bahamas,2020-03-21,4.0,
Bahamas,2020-03-22,4.0,
Bahamas,2020-03-23,4.0,
Bahamas,2020-03-24,5.0,
Bahamas,2020-03-25,5.0,
Bahamas,2020-03-26,9.0,
Bahamas,2020-03-27,10.0,
Bahamas,2020-03-28,10.0,
Bahamas,2020-03-29,11.0,
Bahamas,2020-03-30,14.0,
Bahamas,2020-03-31,14.0,
Bahamas,2020-04-01,21.0,
Bahamas,2020-04-02,24.0,
Bahamas,2020-04-03,24.0,
Bahamas,2020-04-04,28.0,
Bahamas,2020-04-05,28.0,
Bahrain,2020-03-01,47.0,AS
Bahrain,2020-03-02,49.0,AS
Bahrain,2020-03-03,49.0,AS
Bahrain,2020-03-04,52.0,AS
Bahrain,2020-03-05,55.0,AS
Bahrain,2020-03-06,60.0,AS
Bahrain,2020-03-07,85.0,AS
Bahrain,2020-03-08,85.0,AS
Bahrain,2020-03-09,95.0,AS
Bahrain,2020-03-10,110.0,AS
Bahrain,2020-03-11,195.0,AS
Bahrain,2020-03-12,195.0,AS
Bahrain,2020-03-13,195.0,AS
Bahrain,2020-03-14,210.0,AS
Bahrain,2020-03-15,214.0,AS
Bahrain,2020-03-16,214.0,AS
Bahrain,2020-03-17,228.0,AS
Bahrain,2020-03-18,256.0,AS
Bahrain,2020-03-19,278.0,AS
Bahrain,2020-03-20,285.0,AS
Bahrain,2020-03-21,305.0,AS
Bahrain,2020-03-22,334.0,AS
Bahrain,2020-03-23,377.0,AS
Bahrain,2020-03-24,392.0,AS
Bahrain,2020-03-25,419.0,AS
Bahrain,2020-03-26,458.0,AS
Bahrain,2020-03-27,466.0,AS
Bahrain,2020-03-28,476.0,AS
Bahrain,2020-03-29,499.0,AS
Bahrain,2020-03-30,515.0,AS
Bahrain,2020-03-31,567.0,AS
Bahrain,2020-04-01,569.0,AS
Bahrain,2020-04-02,643.0,AS
Bahrain,2020-04-03,672.0,AS
Bahrain,2020-04-04,688.0,AS
Bahrain,2020-04-05,700.0,AS
Bangladesh,2020-03-01,0.0,AS
Bangladesh,2020-03-02,0.0,AS
Bangladesh,2020-03-03,0.0,AS
Bangladesh,2020-03-04,0.0,AS
Bangladesh,2020-03-05,0.0,AS
Bangladesh,2020-03-06,0.0,AS
Bangladesh,2020-03-07,0.0,AS
Bangladesh,2020-03-08,3.0,AS
Bangladesh,2020-03-09,3.0,AS
Bangladesh,2020-03-10,3.0,AS
Bangladesh,2020-03-11,3.0,AS
Bangladesh,2020-03-12,3.0,AS
Bangladesh,2020-03-13,3.0,AS
Bangladesh,2020-03-14,3.0,AS
Bangladesh,2020-03-15,5.0,AS
Bangladesh,2020-03-16,8.0,AS
Bangladesh,2020-03-17,10.0,AS
Bangladesh,2020-03-18,14.0,AS
Bangladesh,2020-03-19,17.0,AS
Bangladesh,2020-03-20,20.0,AS
Bangladesh,2020-03-21,25.0,AS
Bangladesh,2020-03-22,27.0,AS
Bangladesh,2020-03-23,33.0,AS
Bangladesh,2020-03-24,39.0,AS
Bangladesh,2020-03-25,39.0,AS
Bangladesh,2020-03-26,44.0,AS
Bangladesh,2020-03-27,48.0,AS
Bangladesh,2020-03-28,48.0,AS
Bangladesh,2020-03-29,48.0,AS
Bangladesh,2020-03-30,49.0,AS
Bangladesh,2020-03-31,51.0,AS
Bangladesh,2020-04-01,54.0,AS
Bangladesh,2020-04-02,56.0,AS
Bangladesh,2020-04-03,61.0,AS
Bangladesh,2020-04-04,70.0,AS
Bangladesh,2020-04-05,88.0,AS
Barbados,2020-03-01,0.0,
Barbados,2020-03-02,0.0,
Barbados,2020-03-03,0.0,
Barbados,2020-03-04,0.0,
Barbados,2020-03-05,0.0,
Barbados,2020-03-06,0.0,
Barbados,2020-03-07,0.0,
Barbados,2020-03-08,0.0,
Barbados,2020-03-09,0.0,
Barbados,2020-03-10,0.0,
Barbados,2020-03-11,0.0,
Barbados,2020-03-12,0.0,
Barbados,2020-03-13,0.0,
Barbados,2020-03-14,0.0,
Barbados,2020-03-15,0.0,
Barbados,2020-03-16,0.0,
Barbados,2020-03-17,2.0,
Barbados,2020-03-18,2.0,
Barbados,2020-03-19,5.0,
Barbados,2020-03-20,5.0,
Barbados,2020-03-21,6.0,
Barbados,2020-03-22,14.0,
Barbados,2020-03-23,17.0,
Barbados,2020-03-24,18.0,
Barbados,2020-03-25,18.0,
Barbados,2020-03-26,18.0,
Barbados,2020-03-27,24.0,
Barbados,2020-03-28,26.0,
Barbados,2020-03-29,33.0,
Barbados,2020-03-30,33.0,
Barbados,2020-03-31,34.0,
Barbados,2020-04-01,34.0,
Barbados,2020-04-02,46.0,
Barbados,2020-04-03,51.0,
Barbados,2020-04-04,52.0,
Barbados,2020-04-05,56.0,
Belarus,2020-03-01,1.0,EU
Belarus,2020-03-02,1.0,EU
Belarus,2020-03-03,1.0,EU
Belarus,2020-03-04,6.0,EU
Belarus,2020-03-05,6.0,EU
Belarus,2020-03-06,6.0,EU
Belarus,2020-03-07,6.0,EU
Belarus,2020-03-08,6.0,EU
Belarus,2020-03-09,6.0,EU
Belarus,2020-03-10,9.0,EU
Belarus,2020-03-11,9.0,EU
Belarus,2020-03-12,12.0,EU
Belarus,2020-03-13,27.0,EU
Belarus,2020-03-14,27.0,EU
Belarus,2020-03-15,27.0,EU
Belarus,2020-03-16,36.0,EU
Belarus,2020-03-17,36.0,EU
Belarus,2020-03-18,51.0,EU
Belarus,2020-03-19,51.0,EU
Belarus,2020-03-20,69.0,EU
Belarus,2020-03-21,76.0,EU
Belarus,2020-03-22,76.0,EU
Belarus,2020-03-23,81.0,EU
Belarus,2020-03-24,81.0,EU
Belarus,2020-03-25,86.0,EU
Belarus,2020-03-26,86.0,EU
Belarus,2020-03-27,94.0,EU
Belarus,2020-03-28,94.0,EU
Belarus,2020-03-29,94.0,EU
Belarus,2020-03-30,152.0,EU
Belarus,2020-03-31,152.0,EU
Belarus,2020-04-01,163.0,EU
Belarus,2020-04-02,304.0,EU
Belarus,2020-04-03,351.0,EU
Belarus,2020-04-04,440.0,EU
Belarus,2020-04-05,562.0,EU
Belgium,2020-03-01,2.0,EU
Belgium,2020-03-02,8.0,EU
Belgium,2020-03-03,13.0,EU
Belgium,2020-03-04,23.0,EU
Belgium,2020-03-05,50.0,EU
Belgium,2020-03-06,109.0,EU
Belgium,2020-03-07,169.0,EU
Belgium,2020-03-08,200.0,EU
Belgium,2020-03-09,239.0,EU
Belgium,2020-03-10,267.0,EU
Belgium,2020-03-11,314.0,EU
Belgium,2020-03-12,314.0,EU
Belgium,2020-03-13,559.0,EU
Belgium,2020-03-14,689.0,EU
Belgium,2020-03-15,886.0,EU
Belgium,2020-03-16,1058.0,EU
Belgium,2020-03-17,1243.0,EU
Belgium,2020-03-18,1486.0,EU
Belgium,2020-03-19,1795.0,EU
Belgium,2020-03-20,2257.0,EU
Belgium,2020-03-21,2815.0,EU
Belgium,2020-03-22,3401.0,EU
Belgium,2020-03-23,3743.0,EU
Belgium,2020-03-24,4269.0,EU
Belgium,2020-03-25,4937.0,EU
Belgium,2020-03-26,6235.0,EU
Belgium,2020-03-27,7284.0,EU
Belgium,2020-03-28,9134.0,EU
Belgium,2020-03-29,10836.0,EU
Belgium,2020-03-30,11899.0,EU
Belgium,2020-03-31,12775.0,EU
Belgium,2020-04-01,13964.0,EU
Belgium,2020-04-02,15348.0,EU
Belgium,2020-04-03,16770.0,EU
Belgium,2020-04-04,18431.0,EU
Belgium,2020-04-05,19691.0,EU
Belize,2020-03-01,0.0,
Belize,2020-03-02,0.0,
Belize,2020-03-03,0.0,
Belize,2020-03-04,0.0,
Belize,2020-03-05,0.0,
Belize,2020-03-06,0.0,
Belize,2020-03-07,0.0,
Belize,2020-03-08,0.0,
Belize,2020-03-09,0.0,
Belize,2020-03-10,0.0,
Belize,2020-03-11,0.0,
Belize,2020-03-12,0.0,
Belize,2020-03-13,0.0,
Belize,2020-03-14,0.0,
Belize,2020-03-15,0.0,
Belize,2020-03-16,0.0,
Belize,2020-03-17,0.0,
Belize,2020-03-18,0.0,
Belize,2020-03-19,0.0,
Belize,2020-03-20,0.0,
Belize,2020-03-21,0.0,
Belize,2020-03-22,0.0,
Belize,2020-03-23,1.0,
Belize,2020-03-24,1.0,
Belize,2020-03-25,2.0,
Belize,2020-03-26,2.0,
Belize,2020-03-27,2.0,
Belize,2020-03-28,2.0,
Belize,2020-03-29,2.0,
Belize,2020-03-30,3.0,
Belize,2020-03-31,3.0,
Belize,2020-04-01,3.0,
Belize,2020-04-02,3.0,
Belize,2020-04-03,4.0,
Belize,2020-04-04,4.0,
Belize,2020-04-05,5.0,
Benin,2020-03-01,0.0,AF
Benin,2020-03-02,0.0,AF
Benin,2020-03-03,0.0,AF
